"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003-07","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","88112","","","","0"
"2003-07","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","37232","","","","0"
"2003-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","50880","","","","0"
"2003-07","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","34484","","","","0"
"2003-07","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","8708","","","","0"
"2003-07","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","25776","","","","0"
"2003-07","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","53628","","","","0"
"2003-07","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","28524","","","","0"
"2003-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","25104","","","","0"
"2003-07","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","22032","","","","0"
"2003-07","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","12.32","","","","2"
"2003-07","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","5.21","","","","2"
"2003-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","7.11","","","","2"
"2003-07","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","7.50","","","","2"
"2003-07","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","3.99","","","","2"
"2003-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.51","","","","2"
"2003-07","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","3.08","","","","2"
"2003-07","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","254377","","","","0"
"2003-07","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","156440","","","","0"
"2003-07","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","32939","","","","0"
"2003-07","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","27338","","","","0"
"2003-07","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","37660","","","","0"
"2003-07","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","257285","","","","0"
"2003-07","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","9984","","","","0"
"2003-07","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","74982","","","","0"
"2003-07","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","172319","","","","0"
"2003-07","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","169411","","","","0"
"2003-07","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","13505","","","","0"
"2003-07","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","182916","","","","0"
"2003-07","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","22138","","","","0"
"2003-07","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","9377","","","","0"
"2003-07","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","12761","","","","0"
"2003-07","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","8633","","","","0"
"2003-07","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","2197","","","","0"
"2003-07","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","6436","","","","0"
"2003-07","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","13505","","","","0"
"2003-07","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","7180","","","","0"
"2003-07","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","6325","","","","0"
"2003-07","Canada","","Unadjusted","Of which: consumer debt ","Dollars","81","millions","6","v1001757404","1.2.29","5552","","","","0"
"2003-07","Canada","","Unadjusted","Debt service ratio","Ratio","270","units","0","v1001696841","1.2.22","12.10","","","","2"
"2003-07","Canada","","Unadjusted","Mortgage debt service ratio","Ratio","270","units","0","v1001696842","1.2.23","5.13","","","","2"
"2003-07","Canada","","Unadjusted","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696843","1.2.24","6.98","","","","2"
"2003-07","Canada","","Unadjusted","Debt service ratio, interest only","Ratio","270","units","0","v1001696844","1.2.25","7.38","","","","2"
"2003-07","Canada","","Unadjusted","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696845","1.2.26","3.93","","","","2"
"2003-07","Canada","","Unadjusted","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696846","1.2.27","3.46","","","","2"
"2003-07","Canada","","Unadjusted","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696847","1.2.28","3.04","","","","2"
"2003-10","Canada","","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1013376","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","630912","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v1001696794","1.1.3","118532","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Property income received","Dollars","81","millions","6","v1001696795","1.1.4","108952","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Current transfers received","Dollars","81","millions","6","v1001696796","1.1.5","154980","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Household outlays","Dollars","81","millions","6","v1001696797","1.1.6","1031644","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Property income paid","Dollars","81","millions","6","v1001696798","1.1.7","39372","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Current transfers paid","Dollars","81","millions","6","v1001696799","1.1.8","304912","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Household final consumption expenditure","Dollars","81","millions","6","v1001696800","1.1.9","687360","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Disposable income ","Dollars","81","millions","6","v1001696801","1.1.10","669092","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Plus: Interest paid","Dollars","81","millions","6","v1001696802","1.1.11","53236","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696803","1.1.12","722328","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","89256","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","37772","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","51484","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","36020","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","9264","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","26756","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","53236","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","28508","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","24728","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","21680","","","","0"
"2003-10","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","12.36","","","","2"
"2003-10","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","5.23","","","","2"
"2003-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","7.13","","","","2"
"2003-10","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","7.37","","","","2"
"2003-10","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","3.95","","","","2"
"2003-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.42","","","","2"
"2003-10","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","3.00","","","","2"
"2003-10","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","253751","","","","0"
"2003-10","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","157374","","","","0"
"2003-10","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","29975","","","","0"
"2003-10","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","27922","","","","0"
"2003-10","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","38480","","","","0"
"2003-10","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","262473","","","","0"
"2003-10","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","9774","","","","0"
"2003-10","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","75603","","","","0"
"2003-10","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","177096","","","","0"
"2003-10","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","168374","","","","0"
"2003-10","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","13308","","","","0"
"2003-10","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","181682","","","","0"
"2003-10","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","22381","","","","0"
"2003-10","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","9458","","","","0"
"2003-10","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","12923","","","","0"
"2003-10","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","9073","","","","0"
"2003-10","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","2329","","","","0"
"2003-10","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","6744","","","","0"
"2003-10","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","13308","","","","0"
"2003-10","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","7129","","","","0"
"2003-10","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","6179","","","","0"
"2003-10","Canada","","Unadjusted","Of which: consumer debt ","Dollars","81","millions","6","v1001757404","1.2.29","5418","","","","0"
"2003-10","Canada","","Unadjusted","Debt service ratio","Ratio","270","units","0","v1001696841","1.2.22","12.32","","","","2"
"2003-10","Canada","","Unadjusted","Mortgage debt service ratio","Ratio","270","units","0","v1001696842","1.2.23","5.21","","","","2"
"2003-10","Canada","","Unadjusted","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696843","1.2.24","7.11","","","","2"
"2003-10","Canada","","Unadjusted","Debt service ratio, interest only","Ratio","270","units","0","v1001696844","1.2.25","7.32","","","","2"
"2003-10","Canada","","Unadjusted","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696845","1.2.26","3.92","","","","2"
"2003-10","Canada","","Unadjusted","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696846","1.2.27","3.40","","","","2"
"2003-10","Canada","","Unadjusted","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696847","1.2.28","2.98","","","","2"
"2004-01","Canada","","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1031976","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","641972","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v1001696794","1.1.3","119924","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Property income received","Dollars","81","millions","6","v1001696795","1.1.4","111864","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Current transfers received","Dollars","81","millions","6","v1001696796","1.1.5","158216","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Household outlays","Dollars","81","millions","6","v1001696797","1.1.6","1054688","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Property income paid","Dollars","81","millions","6","v1001696798","1.1.7","40096","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Current transfers paid","Dollars","81","millions","6","v1001696799","1.1.8","313832","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Household final consumption expenditure","Dollars","81","millions","6","v1001696800","1.1.9","700760","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Disposable income ","Dollars","81","millions","6","v1001696801","1.1.10","678048","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Plus: Interest paid","Dollars","81","millions","6","v1001696802","1.1.11","54360","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696803","1.1.12","732408","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","90428","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","38152","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","52276","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","36068","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","9672","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","26396","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","54360","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","28480","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","25880","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","22956","","","","0"
"2004-01","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","12.35","","","","2"
"2004-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","5.21","","","","2"
"2004-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","7.14","","","","2"
"2004-01","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","7.42","","","","2"
"2004-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","3.89","","","","2"
"2004-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.53","","","","2"
"2004-01","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","3.13","","","","2"
"2004-01","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","253025","","","","0"
"2004-01","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","157856","","","","0"
"2004-01","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","27147","","","","0"
"2004-01","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","27465","","","","0"
"2004-01","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","40557","","","","0"
"2004-01","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","253178","","","","0"
"2004-01","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","10069","","","","0"
"2004-01","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","76998","","","","0"
"2004-01","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","166111","","","","0"
"2004-01","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","165958","","","","0"
"2004-01","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","13636","","","","0"
"2004-01","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","179594","","","","0"
"2004-01","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","22563","","","","0"
"2004-01","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","9507","","","","0"
"2004-01","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","13056","","","","0"
"2004-01","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","8927","","","","0"
"2004-01","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","2435","","","","0"
"2004-01","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","6492","","","","0"
"2004-01","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","13636","","","","0"
"2004-01","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","7072","","","","0"
"2004-01","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","6564","","","","0"
"2004-01","Canada","","Unadjusted","Of which: consumer debt ","Dollars","81","millions","6","v1001757404","1.2.29","5836","","","","0"
"2004-01","Canada","","Unadjusted","Debt service ratio","Ratio","270","units","0","v1001696841","1.2.22","12.56","","","","2"
"2004-01","Canada","","Unadjusted","Mortgage debt service ratio","Ratio","270","units","0","v1001696842","1.2.23","5.29","","","","2"
"2004-01","Canada","","Unadjusted","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696843","1.2.24","7.27","","","","2"
"2004-01","Canada","","Unadjusted","Debt service ratio, interest only","Ratio","270","units","0","v1001696844","1.2.25","7.59","","","","2"
"2004-01","Canada","","Unadjusted","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696845","1.2.26","3.94","","","","2"
"2004-01","Canada","","Unadjusted","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696846","1.2.27","3.65","","","","2"
"2004-01","Canada","","Unadjusted","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696847","1.2.28","3.25","","","","2"
"2004-04","Canada","","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1046444","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","653456","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v1001696794","1.1.3","121912","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Property income received","Dollars","81","millions","6","v1001696795","1.1.4","111344","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Current transfers received","Dollars","81","millions","6","v1001696796","1.1.5","159732","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Household outlays","Dollars","81","millions","6","v1001696797","1.1.6","1061448","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Property income paid","Dollars","81","millions","6","v1001696798","1.1.7","39868","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Current transfers paid","Dollars","81","millions","6","v1001696799","1.1.8","312220","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Household final consumption expenditure","Dollars","81","millions","6","v1001696800","1.1.9","709360","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Disposable income ","Dollars","81","millions","6","v1001696801","1.1.10","694356","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Plus: Interest paid","Dollars","81","millions","6","v1001696802","1.1.11","54012","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696803","1.1.12","748368","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","91560","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","38660","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","52900","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","37548","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","10400","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","27148","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","54012","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","28260","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","25752","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","22952","","","","0"
"2004-04","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","12.23","","","","2"
"2004-04","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","5.17","","","","2"
"2004-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","7.07","","","","2"
"2004-04","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","7.22","","","","2"
"2004-04","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","3.78","","","","2"
"2004-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.44","","","","2"
"2004-04","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","3.07","","","","2"
"2004-04","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","261802","","","","0"
"2004-04","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","165389","","","","0"
"2004-04","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","28964","","","","0"
"2004-04","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","27851","","","","0"
"2004-04","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","39598","","","","0"
"2004-04","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","270161","","","","0"
"2004-04","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","9955","","","","0"
"2004-04","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","79848","","","","0"
"2004-04","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","180358","","","","0"
"2004-04","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","171999","","","","0"
"2004-04","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","13389","","","","0"
"2004-04","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","185388","","","","0"
"2004-04","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","22795","","","","0"
"2004-04","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","9644","","","","0"
"2004-04","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","13151","","","","0"
"2004-04","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","9406","","","","0"
"2004-04","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","2557","","","","0"
"2004-04","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","6849","","","","0"
"2004-04","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","13389","","","","0"
"2004-04","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","7087","","","","0"
"2004-04","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","6302","","","","0"
