"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997-07","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","63376","","","","0"
"1997-07","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","31588","","","","0"
"1997-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","31788","","","","0"
"1997-07","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","19512","","","","0"
"1997-07","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","4076","","","","0"
"1997-07","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","15436","","","","0"
"1997-07","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","43864","","","","0"
"1997-07","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","27512","","","","0"
"1997-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","16352","","","","0"
"1997-07","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","13564","","","","0"
"1997-07","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","11.63","","","","2"
"1997-07","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","5.79","","","","2"
"1997-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","5.83","","","","2"
"1997-07","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","8.05","","","","2"
"1997-07","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","5.05","","","","2"
"1997-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.00","","","","2"
"1997-07","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","2.49","","","","2"
"1997-07","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","198140","","","","0"
"1997-07","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","116803","","","","0"
"1997-07","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","26336","","","","0"
"1997-07","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","25542","","","","0"
"1997-07","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","29459","","","","0"
"1997-07","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","196265","","","","0"
"1997-07","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","8922","","","","0"
"1997-07","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","60807","","","","0"
"1997-07","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","126536","","","","0"
"1997-07","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","128411","","","","0"
"1997-07","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","11048","","","","0"
"1997-07","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","139459","","","","0"
"1997-07","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","15919","","","","0"
"1997-07","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","7984","","","","0"
"1997-07","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","7935","","","","0"
"1997-07","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","4871","","","","0"
"1997-07","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","1038","","","","0"
"1997-07","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","3833","","","","0"
"1997-07","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","11048","","","","0"
"1997-07","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","6946","","","","0"
"1997-07","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","4102","","","","0"
"1997-07","Canada","","Unadjusted","Of which: consumer debt ","Dollars","81","millions","6","v1001757404","1.2.29","3409","","","","0"
"1997-07","Canada","","Unadjusted","Debt service ratio","Ratio","270","units","0","v1001696841","1.2.22","11.41","","","","2"
"1997-07","Canada","","Unadjusted","Mortgage debt service ratio","Ratio","270","units","0","v1001696842","1.2.23","5.72","","","","2"
"1997-07","Canada","","Unadjusted","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696843","1.2.24","5.69","","","","2"
"1997-07","Canada","","Unadjusted","Debt service ratio, interest only","Ratio","270","units","0","v1001696844","1.2.25","7.92","","","","2"
"1997-07","Canada","","Unadjusted","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696845","1.2.26","4.98","","","","2"
"1997-07","Canada","","Unadjusted","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696846","1.2.27","2.94","","","","2"
"1997-07","Canada","","Unadjusted","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696847","1.2.28","2.44","","","","2"
"1997-10","Canada","","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","783004","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","464676","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v1001696794","1.1.3","90936","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Property income received","Dollars","81","millions","6","v1001696795","1.1.4","102440","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Current transfers received","Dollars","81","millions","6","v1001696796","1.1.5","124952","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Household outlays","Dollars","81","millions","6","v1001696797","1.1.6","791568","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Property income paid","Dollars","81","millions","6","v1001696798","1.1.7","35272","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Current transfers paid","Dollars","81","millions","6","v1001696799","1.1.8","241920","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Household final consumption expenditure","Dollars","81","millions","6","v1001696800","1.1.9","514376","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Disposable income ","Dollars","81","millions","6","v1001696801","1.1.10","505812","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Plus: Interest paid","Dollars","81","millions","6","v1001696802","1.1.11","44412","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696803","1.1.12","550224","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","64824","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","31652","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","33172","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","20412","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","4408","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","16004","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","44412","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","27244","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","17168","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","14168","","","","0"
"1997-10","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","11.78","","","","2"
"1997-10","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","5.75","","","","2"
"1997-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","6.03","","","","2"
"1997-10","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","8.07","","","","2"
"1997-10","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","4.95","","","","2"
"1997-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.12","","","","2"
"1997-10","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","2.57","","","","2"
"1997-10","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","196729","","","","0"
"1997-10","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","116066","","","","0"
"1997-10","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","23501","","","","0"
"1997-10","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","26018","","","","0"
"1997-10","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","31144","","","","0"
"1997-10","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","203798","","","","0"
"1997-10","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","8853","","","","0"
"1997-10","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","61660","","","","0"
"1997-10","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","133285","","","","0"
"1997-10","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","126216","","","","0"
"1997-10","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","11191","","","","0"
"1997-10","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","137407","","","","0"
"1997-10","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","16299","","","","0"
"1997-10","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","7992","","","","0"
"1997-10","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","8307","","","","0"
"1997-10","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","5108","","","","0"
"1997-10","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","1085","","","","0"
"1997-10","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","4023","","","","0"
"1997-10","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","11191","","","","0"
"1997-10","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","6907","","","","0"
"1997-10","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","4284","","","","0"
"1997-10","Canada","","Unadjusted","Of which: consumer debt ","Dollars","81","millions","6","v1001757404","1.2.29","3543","","","","0"
"1997-10","Canada","","Unadjusted","Debt service ratio","Ratio","270","units","0","v1001696841","1.2.22","11.86","","","","2"
"1997-10","Canada","","Unadjusted","Mortgage debt service ratio","Ratio","270","units","0","v1001696842","1.2.23","5.82","","","","2"
"1997-10","Canada","","Unadjusted","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696843","1.2.24","6.05","","","","2"
"1997-10","Canada","","Unadjusted","Debt service ratio, interest only","Ratio","270","units","0","v1001696844","1.2.25","8.14","","","","2"
"1997-10","Canada","","Unadjusted","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696845","1.2.26","5.03","","","","2"
"1997-10","Canada","","Unadjusted","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696846","1.2.27","3.12","","","","2"
"1997-10","Canada","","Unadjusted","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696847","1.2.28","2.58","","","","2"
"1998-01","Canada","","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","795624","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","471336","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v1001696794","1.1.3","92580","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Property income received","Dollars","81","millions","6","v1001696795","1.1.4","105312","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Current transfers received","Dollars","81","millions","6","v1001696796","1.1.5","126396","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Household outlays","Dollars","81","millions","6","v1001696797","1.1.6","802932","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Property income paid","Dollars","81","millions","6","v1001696798","1.1.7","36672","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Current transfers paid","Dollars","81","millions","6","v1001696799","1.1.8","250584","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Household final consumption expenditure","Dollars","81","millions","6","v1001696800","1.1.9","515676","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Disposable income ","Dollars","81","millions","6","v1001696801","1.1.10","508368","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Plus: Interest paid","Dollars","81","millions","6","v1001696802","1.1.11","45588","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696803","1.1.12","553956","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","66900","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","32092","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","34808","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","21312","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","4728","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","16584","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","45588","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","27364","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","18224","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","14904","","","","0"
"1998-01","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","12.08","","","","2"
"1998-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","5.79","","","","2"
"1998-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","6.28","","","","2"
"1998-01","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","8.23","","","","2"
"1998-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","4.94","","","","2"
"1998-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.29","","","","2"
"1998-01","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","2.69","","","","2"
"1998-01","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","194716","","","","0"
"1998-01","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","115137","","","","0"
"1998-01","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","20584","","","","0"
"1998-01","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","26357","","","","0"
"1998-01","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","32638","","","","0"
"1998-01","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","190586","","","","0"
"1998-01","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","9125","","","","0"
"1998-01","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","59697","","","","0"
"1998-01","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","121764","","","","0"
"1998-01","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","125894","","","","0"
"1998-01","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","11345","","","","0"
"1998-01","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","137239","","","","0"
"1998-01","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","16650","","","","0"
"1998-01","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","7930","","","","0"
"1998-01","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","8720","","","","0"
"1998-01","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","5305","","","","0"
"1998-01","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","1136","","","","0"
"1998-01","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","4169","","","","0"
"1998-01","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","11345","","","","0"
"1998-01","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","6794","","","","0"
"1998-01","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","4551","","","","0"
"1998-01","Canada","","Unadjusted","Of which: consumer debt ","Dollars","81","millions","6","v1001757404","1.2.29","3724","","","","0"
"1998-01","Canada","","Unadjusted","Debt service ratio","Ratio","270","units","0","v1001696841","1.2.22","12.13","","","","2"
"1998-01","Canada","","Unadjusted","Mortgage debt service ratio","Ratio","270","units","0","v1001696842","1.2.23","5.78","","","","2"
"1998-01","Canada","","Unadjusted","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696843","1.2.24","6.35","","","","2"
"1998-01","Canada","","Unadjusted","Debt service ratio, interest only","Ratio","270","units","0","v1001696844","1.2.25","8.27","","","","2"
"1998-01","Canada","","Unadjusted","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696845","1.2.26","4.95","","","","2"
"1998-01","Canada","","Unadjusted","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696846","1.2.27","3.32","","","","2"
"1998-01","Canada","","Unadjusted","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696847","1.2.28","2.71","","","","2"
"1998-04","Canada","","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","804440","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","478032","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v1001696794","1.1.3","93416","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Property income received","Dollars","81","millions","6","v1001696795","1.1.4","106516","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Current transfers received","Dollars","81","millions","6","v1001696796","1.1.5","126476","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Household outlays","Dollars","81","millions","6","v1001696797","1.1.6","817200","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Property income paid","Dollars","81","millions","6","v1001696798","1.1.7","36632","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Current transfers paid","Dollars","81","millions","6","v1001696799","1.1.8","257188","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Household final consumption expenditure","Dollars","81","millions","6","v1001696800","1.1.9","523380","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Disposable income ","Dollars","81","millions","6","v1001696801","1.1.10","510620","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Plus: Interest paid","Dollars","81","millions","6","v1001696802","1.1.11","45964","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696803","1.1.12","556584","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","67824","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","31744","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","36080","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","21860","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","4504","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","17356","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","45964","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","27240","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","18724","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","15408","","","","0"
"1998-04","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","12.19","","","","2"
"1998-04","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","5.70","","","","2"
"1998-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","6.48","","","","2"
"1998-04","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","8.26","","","","2"
"1998-04","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","4.89","","","","2"
"1998-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.36","","","","2"
"1998-04","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","2.77","","","","2"
"1998-04","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","200449","","","","0"
"1998-04","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","120999","","","","0"
"1998-04","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","21539","","","","0"
"1998-04","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","26684","","","","0"
"1998-04","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","31227","","","","0"
"1998-04","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","208474","","","","0"
"1998-04","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","9087","","","","0"
"1998-04","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","66126","","","","0"
"1998-04","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","133261","","","","0"
"1998-04","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","125236","","","","0"
"1998-04","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","11378","","","","0"
"1998-04","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","136614","","","","0"
"1998-04","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","16854","","","","0"
"1998-04","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","7880","","","","0"
"1998-04","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","8974","","","","0"
"1998-04","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","5476","","","","0"
"1998-04","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","1183","","","","0"
"1998-04","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","4293","","","","0"
"1998-04","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","11378","","","","0"
"1998-04","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","6697","","","","0"
"1998-04","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","4681","","","","0"
